半夏,白芥子,诃黎勒,薏仁,白术,肉桂
牵牛,陈皮,槟榔,甘草
半夏,天竺黄,竹茹,菖蒲,郁金,藿香
陈皮,僵蚕,新鲜大力子根,活白凤仙梗,川附,叶
白芥子,乳没,姜黄,黑附子,桂枝,淫羊藿
半夏,莱菔,陈皮,枳实,抚芎,山楂
半夏,天南星,莪术,芫花
贝母,百部,白及,羊胆干膏,甘草
贝母,麦冬,天冬,薏仁,五味子,百合
胆南星,远志,麦门冬,淡竹叶,当归,黄耆
竹茹,远志,玉竹,女贞子,麦冬,钩藤
天南星,防风
半夏,三,寒水石,白矾
贝母,半夏,紫菀,杏仁,百部,葶苈
半夏,天南星,陈皮,僵蚕,牙皂,天麻
半夏,天南星,远志,金箔,陈皮,辰砂
半夏,天南星,朱砂,蜈蚣,僵蚕,白附子
天竺黄,金箔,琥珀,炒白牵牛子,人参,黄连
陈皮,盐,红豆,丁香,缩砂,白豆蔻
天南星,天麻,白僵蚕,地龙,全蝎,白附子
天南星,天麻,白僵蚕,地龙,全蝎,白附子
天南星,僵蚕,天麻,地龙,全蝎,白附子
半夏,党参,陈皮,黄芪,代赭石,白术
贝母,白芷
贝母,半夏,杏仁,款冬花,犀角,百合
紫菀,桔梗,白茅根,甘草,大黄,朴消
贝母,紫菀,款冬花
紫菀,杏仁,桂心,五味子,干姜,麻黄
杏仁,紫苏,五味子,青皮,麻黄,桑白皮
半夏,陈皮,紫苏,桂,白术,人参
葶苈,葶苈,始蚧,潞州人参,白牵牛,木香
半夏,竹茹,陈皮,生姜,茯苓
半夏,天南星,白芥子,陈皮,枳实,山楂
贝母,杏仁,百部,款冬花,糯米,秦艽
天南星,天麻,全蝎,白附子,腻粉,芜荑
半夏,胆南星,白僵蚕,白附子,秦艽,黄松节
半夏,竹茹,钩藤,牛膝,夏枯草,白术
紫菀,百部,桔梗,陈皮,白前,荆芥
莱菔,胆南星,杏仁,葶苈,苏子,石膏
贝母,半夏,杏仁,款冬花,百部,葶苈
半夏,紫菀,杏仁,款冬花,桔梗,陈皮
半夏,天南星,杏仁,麦芽,陈皮,苏子
半夏,桔梗,黄芩,枳壳,甘草
梅花脑,牙硝,五,朱砂,硼砂,寒水石
贝母,昆布,海藻,郁金,红花,蜣螂虫
天竺黄,檀香,朱砂,陈皮,油松节,片姜黄
