半夏,白芥子,诃黎勒,芡实,薏仁,人参
半夏,天南星,僵蚕,陈皮,天麻,牙皂
半夏,天南星,金箔,远志,辰砂,陈皮
半夏,天南星,朱砂,蜈蚣,僵蚕,全蝎
天竺黄,金箔,炒白牵牛子,琥珀,人参,黄连
盐,陈皮,红豆,丁香,缩砂,白豆蔻
天南星,天麻,地龙,全蝎,白僵蚕,石膏
天南星,天麻,地龙,全蝎,白僵蚕,石膏
天南星,僵蚕,天麻,地龙,全蝎,石膏
半夏,黄芪,党参,陈皮,代赭石,草决明
贝母,白芷
贝母,半夏,杏仁,款冬花,百合,犀角
紫菀,桔梗,白茅根,大黄,木通,甘草
贝母,紫菀,款冬花
紫菀,杏仁,桂心,五味子,干姜,麻黄
杏仁,紫苏,五味子,青皮,麻黄,甘草
半夏,陈皮,紫苏,桂,人参,白术
葶苈,葶苈,潞州人参,始蚧,白牵牛,木香
半夏,陈皮,竹茹,生姜,茯苓
半夏,天南星,白芥子,陈皮,枳实,当归
贝母,杏仁,百部,款冬花,秦艽,糯米
天南星,天麻,全蝎,白附子,腻粉,芜荑
半夏,胆南星,秦艽,白僵蚕,白附子,黄松节
半夏,竹茹,牛膝,夏枯草,钩藤,枸杞
紫菀,百部,桔梗,陈皮,白前,荆芥
莱菔,胆南星,杏仁,葶苈,苏子,黄芩
贝母,半夏,葶苈,百部,杏仁,款冬花
半夏,紫菀,杏仁,款冬花,桔梗,陈皮
半夏,天南星,杏仁,苏子,陈皮,麦芽
半夏,桔梗,黄芩,甘草,枳壳
梅花脑,朱砂,硼砂,牙硝,五,寒水石
贝母,海藻,郁金,昆布,丹参,蜣螂虫
天竺黄,檀香,朱砂,僵蚕,陈皮,黑附子
