半夏,白芥子,薏仁,白术,益智,诃黎勒
旋复花,僵蚕,石膏,防风
半夏,旋复花,代赭石,生姜,枣仁,人参
半夏,缩砂仁,丁香,陈皮,草果仁,白豆蔻
半夏,茱萸,桔梗,枳实,菖蒲,陈皮
竹茹,姜汁3茶匙,柿蒂,陈皮
半夏,栝楼,黄连
半夏,胆南星,真珠,朱砂,脑,麝
贝母,半夏,天南星,大青叶,西河柳,水牛角浓缩粉
贝母,天南星,白芥子,麦芽,紫苏,朱砂
天竺黄,朱砂,天南星,麦芽,桔梗,僵蚕
贝母,乳香,炒二丑,连翘,珍珠,赤芍
贝母,胆南星,杏仁,桔梗,元参,苏子
贝母,天竺黄,半夏,胆南星,胡连,西丹参
贝母,天竺黄,半夏,天南星,朱砂,天麻
牵牛,陈皮,槟榔,甘草
天竺黄,半夏,竹茹,佩兰,郁金,菖蒲
僵蚕,新鲜大力子根,没药60克苏合油,地龙,活白凤仙梗,香橼
白芥子,黑附子,乳没,当归,姜黄,桂枝
半夏,莱菔,枳实,苍术,抚芎,陈皮
半夏,天南星,莪术,芫花
香梗芋艿,不拘多少
贝母,百部,羊胆干膏,白及,甘草
贝母,薏仁,麦冬,天冬,五味子,百合
胆南星,远志,当归,淡竹叶,地黄,麦门冬
竹茹,远志,玉竹,菖蒲,柏子仁,麦冬
天南星,防风
半夏,三,寒水石,白矾
贝母,半夏,紫菀,百部,杏仁,葶苈
半夏,天南星,牛膝,天麻,僵蚕,牙皂
半夏,天南星,远志,天麻,金箔,僵蚕
半夏,天南星,朱砂,蜈蚣,僵蚕,全蝎
天竺黄,金箔,炒白牵牛子,琥珀,大黄,黄连
盐,红豆,丁香,陈皮,白豆蔻,缩砂
天南星,地龙,白僵蚕,天麻,乳香,全蝎
天南星,地龙,白僵蚕,天麻,乳香,全蝎
天南星,地龙,僵蚕,天麻,乳香,全蝎
半夏,党参,黄芪,陈皮,白术,代赭石
贝母,白芷
贝母,半夏,杏仁,款冬花,犀角,百合
紫菀,桔梗,白茅根,木通,朴消,大黄
贝母,紫菀,款冬花
杏仁,紫苏,五味子,青皮,桑白皮,麻黄
半夏,紫苏,白术,陈皮,桂,人参
始蚧,潞州人参,葶苈,葶苈,白牵牛,木香
竹黄,白酒
半夏,竹茹,陈皮,茯苓,生姜
半夏,天南星,白芥子,枳实,苍术,陈皮
贝母,百部,杏仁,款冬花,秦艽,糯米
天南星,天麻,全蝎,白附子,芜荑,巴霜
半夏,胆南星,白僵蚕,秦艽,白附子,黄松节
半夏,竹茹,牛膝,夏枯草,枸杞,白术
紫菀,百部,桔梗,陈皮,白前,荆芥
莱菔,胆南星,杏仁,葶苈,苏子,白前
贝母,半夏,百部,杏仁,款冬花,紫苏
半夏,紫菀,杏仁,款冬花,紫苏,桔梗
半夏,天南星,杏仁,麦芽,枳实,萝卜子
半夏,桔梗,黄芩,枳壳,甘草
梅花脑,硼砂,朱砂,五,牙硝,寒水石
贝母,昆布,海藻,郁金,红花,急性子
天竺黄,朱砂,檀香,豆蔻,地龙,黑附子
