半夏,白芥子,薏仁,诃黎勒,肉桂,人参,益智
百部,远志,桔梗,菖蒲,丹参,麦门冬,黑参
天南星
半夏,竹茹,陈皮,茯苓,甘草,枳壳
半夏,竹茹,枳实,陈皮,生姜,甘草
半夏,远志,麦门冬,桂心,黄芩,人参,萆薢
半夏,陈皮,白术,干姜
半夏,桔梗,二十,陈皮,芍药,当归,川芎
半夏,桔梗,陈皮,芍药,川芎,肉桂,白芷
半夏,陈皮2,砂仁,人参,木香,茯苓,白术
半夏,党参,西砂仁,炒广皮,木香,白术,茯苓
半夏,小枳实,栝楼,生川军,小川连,皮硝
贝母,半夏,天南星,牡蛎,柴胡,当归,山慈姑
半夏,天南星,牡蛎,辛夷,黄芩,川芎,黄柏
贝母,杏仁,桔梗,淡竹叶,麦冬,丹参,茯神
犀角汁20毫升,生姜汁2滴,青连翘,淡竹沥60毫升,生赤芍,桃仁,丹皮
半夏,山植,麦芽,陈皮,藿香,神曲,香附
半夏,杏仁,桔梗,陈皮,苏叶,干葛,前胡
昆布,海藻,白芥子,桔梗,山茨菇,元参,牡蛎
半夏,昆布,海藻,通草,海蛤粉,松萝,麦曲
贝母,半夏,昆布,海藻,元参,海浮石,牡蛎
昆布,海藻,炒山甲,牡蛎,夏枯草,莪术,甘草
昆布,海藻,海带,海红蛤,海马,石燕,螵蛸
海藻,海带,桔梗,海昆布,猪琰子,海蛤,香附
半夏,皂角,生马钱子,生山甲,血竭,甘草
贝母,元参,牡蛎
贝母,牡蛎,没药,乳香,莪术,生黄耆,血竭
海石,杏仁,栝楼,桔梗,连翘,皮硝
半夏,白芥子,陈皮,牡蛎,柴胡,香附,白芍
海藻,元参,红娘子,牡蛎,糯米,甘草
半夏,桔梗,栝楼,僵蚕,陈皮,元参,牡蛎
半夏,茯苓,甘草
半夏,陈皮,菖蒲,黑附子,神曲,茯神,人参
半夏,杏仁,桔梗,陈皮,苏叶,前胡,生姜
半夏,紫菀,杏仁,诃子,陈皮,桂心,人参
百部,杏仁,远志,桔梗,陈皮流浸膏,甘草
旋复花,僵蚕,石膏,防风
半夏,旋复花,代赭石,人参,生姜,甘草,枣仁
半夏,缩砂仁,陈皮,丁香,神曲,草果仁,白豆蔻
半夏,枳实,桔梗,琥珀,陈皮,菖蒲,人参
竹茹,姜汁3茶匙,陈皮,柿蒂
半夏,栝楼,黄连
半夏,胆南星,真珠,朱砂,脑,人参,麝
贝母,半夏,天南星,桔梗,朱砂,天麻,水牛角浓缩粉
贝母,天南星,白芥子,朱砂,天麻,紫苏,琥珀
天竺黄,天南星,桔梗,朱砂,僵蚕,钩藤,薄荷
贝母,丹参,珍珠,炒二丑,花粉,没药,连翘
贝母,胆南星,杏仁,桔梗,苏子,元参,麦冬
贝母,天竺黄,半夏,胆南星,菖蒲,西丹参,煅青礞石
贝母,天竺黄,半夏,天南星,朱砂,天麻,僵蚕
天竺黄,半夏,竹茹,佩兰,菖蒲,郁金,藿香
僵蚕,陈皮,叶,新鲜大力子根,没药60克苏合油,活白凤仙梗,香橼
白芥子,乳没,姜黄,桂枝,淫羊藿,黑附子,当归
半夏,莱菔,枳实,陈皮,抚芎,当归,神曲
半夏,天南星,莪术,芫花
贝母,百部,羊胆干膏,白及,甘草
贝母,麦冬,百合,薏仁,天冬,五味子,地骨皮
胆南星,远志,淡竹叶,麦门冬,当归,黄耆,人参
竹茹,远志,玉竹,女贞子,钩藤,菖蒲,麦冬
天南星,防风
半夏,三,寒水石,白矾
贝母,半夏,紫菀,百部,杏仁,葶苈,百合
半夏,天南星,天麻,僵蚕,陈皮,全蝎,牙皂
半夏,天南星,金箔,远志,天麻,辰砂,僵蚕
半夏,天南星,蜈蚣,朱砂,僵蚕,白附子,全蝎
天竺黄,金箔,炒白牵牛子,琥珀,人参,黄连,大黄
盐,陈皮,红豆,缩砂,丁香,白豆蔻,生姜
天南星,天麻,白附子,白僵蚕,石膏,全蝎,地龙
天南星,天麻,白附子,白僵蚕,石膏,全蝎,地龙
天南星,天麻,僵蚕,白附子,石膏,全蝎,地龙
半夏,党参,黄芪,陈皮,代赭石,草决明,白术
贝母,白芷
贝母,半夏,杏仁,款冬花,百合,犀角,桑叶
紫菀,桔梗,白茅根,甘草,大黄,木通,朴消
贝母,紫菀,款冬花
紫菀,杏仁,桂心,五味子,麻黄,甘草,干姜
杏仁,紫苏,五味子,麻黄,甘草,青皮,桑白皮
半夏,陈皮,紫苏,桂,人参,白术,甘草
葶苈,葶苈,潞州人参,始蚧,白牵牛,木香
半夏,竹茹,陈皮,生姜,茯苓
半夏,天南星,白芥子,枳实,陈皮,当归,山楂
贝母,百部,杏仁,款冬花,秦艽,糯米,紫菀茸
天南星,天麻,白附子,全蝎,腻粉,芜荑,巴霜
半夏,胆南星,白附子,白僵蚕,水瓜,黄松节,秦艽
半夏,竹茹,钩藤,牛膝,枸杞,夏枯草,珍珠母
紫菀,百部,桔梗,陈皮,白前,荆芥,甘草
莱菔,胆南星,杏仁,葶苈,苏子,石膏,白前
贝母,半夏,杏仁,百部,款冬花,桔梗,葶苈
半夏,紫菀,杏仁,款冬花,桔梗,紫苏,陈皮
半夏,天南星,杏仁,皂角,枳实,苏子,麦芽
半夏,桔梗,黄芩,甘草,枳壳
梅花脑,朱砂,硼砂,五,牙硝,寒水石,脑子
贝母,昆布,海藻,郁金,丹参,当归,红花
天竺黄,檀香,油松节,黄芪,片姜黄,朱砂,天麻
